phi_applied,flux_clean,flux_noisy,converged,steps_taken,final_time,final_relative_change,final_absolute_change,species_flux,failure_reason
0,0.1473464579656901,0.1528369235117168,1,21,2.1,0.0001933147123032258,1.577242425455927e-05,0.0571804118525964;0.09016604611309373,
0.002857142857142857,0.1496340393290635,0.151642223985645,1,21,2.1,0.0001996257997847603,1.665075482747136e-05,0.05213965431034;0.09749438501872353,
0.005714285714285714,0.1524566239032908,0.1576830439186412,1,22,2.2,0.0001538202356381011,1.306414933652245e-05,0.04737673321416258;0.1050798906891283,
0.008571428571428572,0.1558584737149649,0.1575232810407616,1,22,2.2,0.0001594589381476149,1.373488673385437e-05,0.0428866774181698;0.1129717962967951,
0.01142857142857143,0.1598304990813773,0.1757575919983836,1,22,2.2,0.0001657790600158691,1.441350747698189e-05,0.03864410136968607;0.1211863977116912,
0.01428571428571429,0.1643919579150661,0.1550096324640731,1,22,2.2,0.000172951113541665,1.509727792872728e-05,0.03463327889408695;0.1297586790209791,
0.01714285714285714,0.1695717638803144,0.1415455832528613,1,22,2.2,0.0001812095246190072,1.578314274633397e-05,0.03084001892664005;0.1387317449536744,
0.02,0.1754107155384848,0.1742354195982317,1,22,2.2,0.0001908850949103923,1.646774538063833e-05,0.02725136007982621;0.1481593554586585,
0.02285714285714286,0.181964822866284,0.1805176204590675,1,22,2.2,0.0002024593937961508,1.714748840292435e-05,0.02385530626871439;0.1581095165975696,
0.02571428571428571,0.1892938385923077,0.1850562321013081,1,23,2.3,0.0001600303520331463,1.315874075966117e-05,0.02063727919596043;0.1686565593963473,
0.02857142857142857,0.1975345536396042,0.2001595140501302,1,23,2.3,0.0001730279500466055,1.362303737517667e-05,0.01759334149416669;0.1799412121454375,
0.03142857142857143,0.2068147728949315,0.2100297946708123,1,23,2.3,0.0001901501018969381,1.407194749716845e-05,0.01470930797471891;0.1921054649202125,
0.03428571428571429,0.217326095085261,0.2177630371219735,1,24,2.4,0.0001571857827817816,1.065476777825647e-05,0.01197250104605534;0.2053535940392057,
0.03714285714285714,0.2293930200074332,0.2368519262959983,1,24,2.4,0.0001828541911357214,1.093360162351953e-05,0.009375308718911542;0.2200177112885217,
0.04,0.2434559331943329,0.2481075745648836,1,25,2.5,0.0001650513910019828,8.18967907692536e-06,0.006901249876916858;0.236554683317416,
