applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-4.977334457168034465e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-4.977069439626345959e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-4.976920883330049894e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-4.976836805903759320e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-4.976787787673478958e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-4.976756686780048899e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-4.976733010604118546e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-4.976707468877898943e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-4.976671213562513518e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-4.976612476843854105e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-4.976510305187323291e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,-4.976328957992401381e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,-4.976005015598436998e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,-4.975425245828135057e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,-4.974387169615688831e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-4.972528812470615178e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-4.969203976756293994e-01,2.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-4.963262302542313376e-01,2.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-4.952666397337818771e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-4.933840991134255671e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,-4.900615000372467445e-01,2.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-4.842644943690931902e-01,2.000000000000000000e+00,1.000000000000000000e+00
2.580000000000004512e-02,-4.743396727075600006e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.970000000000007745e-02,-4.583000462487760718e-01,3.000000000000000000e+00,1.000000000000000000e+00
7.360000000000010978e-02,-4.334065361734094624e-01,3.000000000000000000e+00,1.000000000000000000e+00
9.750000000000003109e-02,-3.984994456031789034e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.214000000000000634e-01,-3.555892039249544667e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.453000000000000957e-01,-3.114706221507815842e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.692000000000000171e-01,-2.748675320150267276e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.931000000000000494e-01,-2.571072649716981129e-01,3.000000000000000000e+00,1.000000000000000000e+00
2.170000000000000817e-01,-2.488251736176015083e-01,4.000000000000000000e+00,1.000000000000000000e+00
2.409000000000000585e-01,-2.403110059875484539e-01,4.000000000000000000e+00,1.000000000000000000e+00
2.648000000000000353e-01,-2.301738368987846228e-01,5.000000000000000000e+00,1.000000000000000000e+00
2.887000000000000122e-01,-2.164795116720606427e-01,5.000000000000000000e+00,1.000000000000000000e+00
3.126000000000000445e-01,-1.989765956535868296e-01,6.000000000000000000e+00,1.000000000000000000e+00
3.365000000000000213e-01,-1.777928067307184556e-01,6.000000000000000000e+00,1.000000000000000000e+00
3.603999999999999981e-01,-1.534507560861678166e-01,7.000000000000000000e+00,1.000000000000000000e+00
3.843000000000000305e-01,-1.268974555680500160e-01,7.000000000000000000e+00,1.000000000000000000e+00
4.082000000000000073e-01,-9.952841080129130880e-02,8.000000000000000000e+00,1.000000000000000000e+00
4.320999999999999841e-01,-7.329723090716426526e-02,8.000000000000000000e+00,1.000000000000000000e+00
4.560000000000000164e-01,-5.043060930935657632e-02,9.000000000000000000e+00,1.000000000000000000e+00
4.798999999999999932e-01,-3.255782305419439165e-02,9.000000000000000000e+00,1.000000000000000000e+00
5.038000000000000256e-01,-1.996347959027320110e-02,9.000000000000000000e+00,1.000000000000000000e+00
5.276999999999999469e-01,-1.179565111010290324e-02,8.000000000000000000e+00,1.000000000000000000e+00
5.515999999999999792e-01,-6.796693734063242835e-03,8.000000000000000000e+00,1.000000000000000000e+00
5.755000000000000115e-01,-3.846346007190259292e-03,8.000000000000000000e+00,1.000000000000000000e+00
5.993999999999999329e-01,-2.138725738875205552e-03,7.000000000000000000e+00,1.000000000000000000e+00
6.232999999999999652e-01,-1.155424958477240232e-03,7.000000000000000000e+00,1.000000000000000000e+00
6.471999999999999975e-01,-5.821665729230271176e-04,6.000000000000000000e+00,1.000000000000000000e+00
6.710999999999999188e-01,-2.334561985792754147e-04,6.000000000000000000e+00,1.000000000000000000e+00
7.643750000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.337499999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.031249999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.724999999999999201e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.041875000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.111250000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.180625000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
