applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-6.022588742420662555e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-5.665917766209653816e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-5.374118053012828522e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-5.184245261128704874e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-5.114792309635628476e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-5.034221535536776981e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-4.952378946218476963e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-4.867736238456470410e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-4.790222071448673735e-01,3.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-4.698748162503311177e-01,3.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-4.591804738447420875e-01,3.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,-4.468397663559342536e-01,3.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,-4.327560755779410462e-01,4.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,-4.169411979794969692e-01,4.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,-3.993773771991295241e-01,4.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-3.801102882429641672e-01,4.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-3.592072655189060271e-01,5.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-3.368395832595907358e-01,5.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-3.131650940422410212e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-2.884015607388745184e-01,5.000000000000000000e+00,1.000000000000000000e+00
