applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,total_current_density_mA_cm2,four_electron_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,9.617632769277814284e-03,-1.276144450891206206e-01,-1.372320778583984435e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.880499999999997618e-01,6.523255083113458329e-03,-1.244612593680458762e-01,-1.309845144511593285e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,3.516579332217516663e-03,-1.214146150624820369e-01,-1.249311943946995601e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.641499999999997295e-01,5.952784839237770017e-04,-1.184671702137561344e-01,-1.190624486976799151e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-2.231046830080294849e-03,-1.156252538988868095e-01,-1.133942070688065129e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.402499999999999192e-01,-4.965988186716315325e-03,-1.128823864072850541e-01,-1.079163982205687405e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-7.609208907226788603e-03,-1.102368740983666745e-01,-1.026276651911398885e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.163499999999998868e-01,-1.016068543520142267e-02,-1.076872200278814196e-01,-9.752653459268000036e-02,6.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-1.262066577840486974e-02,-1.052320372843350005e-01,-9.261137150593012901e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.924499999999998545e-01,-1.498963951275372568e-02,-1.028699832848370549e-01,-8.788034377208332748e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-1.726831571101698076e-02,-1.005997104535511222e-01,-8.333139474253414836e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.685499999999998222e-01,-1.945760608671103301e-02,-9.841982986379513298e-02,-7.896222377708410345e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-2.155861136712409337e-02,-9.632888526230014292e-02,-7.477027389517604261e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.446500000000000119e-01,-2.357260947488871994e-02,-9.432533549830833530e-02,-7.075272602341961536e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-2.550104453990761563e-02,-9.240754381627738767e-02,-6.690649927636976857e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.207499999999999796e-01,-2.734551610919479236e-02,-9.057377278763266426e-02,-6.322825667843787190e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-2.910776819173891555e-02,-8.882218389052487506e-02,-5.971441569878595951e-02,6.000000000000000000e+00,1.000000000000000000e+00
-2.968499999999999472e-01,-3.078967798494619545e-02,-8.715084092380796787e-02,-5.636116293886177242e-02,6.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-3.239324429173182085e-02,-8.555771658238484068e-02,-5.316447229065301983e-02,6.000000000000000000e+00,1.000000000000000000e+00
