d0,d1,success,time_s,failure_reason,failure_reason_short,nonlinear_iters,log_tail
0.204841,0.549224,True,0.8644322499967529,,Unknown,,step 0
0.204841,0.649934,True,0.8652258340007393,,Unknown,,step 0
0.204841,0.769111,True,0.8578996249998454,,Unknown,,step 0
0.204841,0.910142,True,0.8562257910016342,,Unknown,,step 0
0.204841,1.077033,True,0.9026360409989138,,Unknown,,step 0
0.204841,1.274526,True,0.8629359169935924,,Unknown,,step 0
0.204841,1.508234,True,0.8945004169945605,,Unknown,,step 0
0.204841,1.784796,True,0.9359813749979367,,Unknown,,step 0
0.204841,2.11207,True,0.9724462090016459,,Unknown,,step 0
0.204841,2.499357,False,0.9553339590056567,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
0.204841,2.957659,False,0.9317461249956978,"ConvergenceError: Nonlinear solve failed to converge after 26 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,26,step 0
0.204841,3.5,True,1.1820656660056557,,Unknown,,step 0
0.223077,0.3,True,0.8399759999956586,,Unknown,,step 0
0.223077,0.376923,True,0.8450129580014618,,Unknown,,step 0
0.223077,0.453846,True,0.8503855410017422,,Unknown,,step 0
0.223077,0.530769,True,0.8543432080041384,,Unknown,,step 0
0.223077,0.607692,True,0.856771958002355,,Unknown,,step 0
0.223077,0.684615,True,0.9001452079974115,,Unknown,,step 0
0.223077,0.761538,True,0.8558115839987295,,Unknown,,step 0
0.223077,0.838462,True,0.857941459005815,,Unknown,,step 0
0.223077,0.915385,True,0.8573196669967729,,Unknown,,step 0
0.223077,0.992308,True,0.8618797500021174,,Unknown,,step 0
0.223077,1.069231,True,0.8571907080040546,,Unknown,,step 0
0.223077,1.146154,True,0.8653717080014758,,Unknown,,step 0
0.223077,1.223077,True,0.8685866249943501,,Unknown,,step 0
0.223077,1.3,True,0.8652151249989402,,Unknown,,step 0
0.240732,1.927472,True,0.9395662499955506,,Unknown,,step 0
0.240732,2.045955,True,0.9637284170021303,,Unknown,,step 0
0.240732,2.171721,True,0.9777686660017935,,Unknown,,step 0
0.240732,2.305218,True,1.06144720800512,,Unknown,,step 0
0.240732,2.446921,True,1.0026767500021379,,Unknown,,step 0
0.240732,2.597335,True,1.0224873340048362,,Unknown,,step 0
0.240732,2.756995,False,1.042298499996832,"ConvergenceError: Nonlinear solve failed to converge after 42 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,42,step 0
0.240732,2.92647,True,1.171605791998445,,Unknown,,step 0
0.240732,3.106362,False,0.9473834579985123,"ConvergenceError: Nonlinear solve failed to converge after 22 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,22,step 0
0.240732,3.297312,False,0.9570241669935058,"ConvergenceError: Nonlinear solve failed to converge after 31 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,31,step 0
0.240732,3.5,False,1.062827624999045,"ConvergenceError: Nonlinear solve failed to converge after 52 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,52,step 0
0.248462,0.3,True,0.8303478750021895,,Unknown,,step 0
0.248462,0.376923,True,0.8424338330005412,,Unknown,,step 0
0.248462,0.453846,True,0.8517114580026828,,Unknown,,step 0
0.248462,0.530769,True,0.8885415409968118,,Unknown,,step 0
0.248462,0.607692,True,0.8531160830025328,,Unknown,,step 0
0.248462,0.684615,True,0.853655582999636,,Unknown,,step 0
0.248462,0.761538,True,0.8562284579966217,,Unknown,,step 0
0.248462,0.838462,True,0.8590992079989519,,Unknown,,step 0
0.248462,0.915385,True,0.8638080000018817,,Unknown,,step 0
0.248462,0.992308,True,0.8621953330002725,,Unknown,,step 0
0.248462,1.069231,True,0.8579586250052671,,Unknown,,step 0
0.248462,1.146154,True,0.8568597909979871,,Unknown,,step 0
0.248462,1.223077,True,0.8626790830021491,,Unknown,,step 0
0.248462,1.3,True,0.8654350409997278,,Unknown,,step 0
0.273846,0.3,True,0.829321750003146,,Unknown,,step 0
0.273846,0.376923,True,0.8463981669992791,,Unknown,,step 0
0.273846,0.453846,True,0.8580012919992441,,Unknown,,step 0
0.273846,0.530769,True,0.8515403749988764,,Unknown,,step 0
0.273846,0.607692,True,0.856646375003038,,Unknown,,step 0
0.273846,0.684615,True,0.8532542920002015,,Unknown,,step 0
0.273846,0.761538,True,0.8589271250020829,,Unknown,,step 0
0.273846,0.838462,True,0.8672981249983422,,Unknown,,step 0
0.273846,0.915385,True,0.8912339579983382,,Unknown,,step 0
0.273846,0.992308,True,0.8627509579964681,,Unknown,,step 0
0.273846,1.069231,True,0.8620238750008866,,Unknown,,step 0
0.273846,1.146154,True,0.8616180830067606,,Unknown,,step 0
0.273846,1.223077,True,0.8608115840033861,,Unknown,,step 0
0.273846,1.3,True,0.8512122079991968,,Unknown,,step 0
0.286504,0.2,True,0.8346779159983271,,Unknown,,step 0
0.286504,0.236674,True,0.8282520420034416,,Unknown,,step 0
0.286504,0.280072,True,0.8570965410035569,,Unknown,,step 0
0.286504,0.331428,True,0.8540765420038952,,Unknown,,step 0
0.286504,0.392202,True,0.8678014170000097,,Unknown,,step 0
0.286504,0.464119,True,0.841012208002212,,Unknown,,step 0
0.286504,0.549224,True,0.8140446670004167,,Unknown,,step 0
0.286504,0.649934,True,0.8170405839991872,,Unknown,,step 0
0.286504,0.769111,True,0.8215294170004199,,Unknown,,step 0
0.286504,0.910142,True,0.8230275419991813,,Unknown,,step 0
0.286504,1.077033,True,0.826870750002854,,Unknown,,step 0
0.286504,1.274526,True,0.8323823329992592,,Unknown,,step 0
0.286504,1.508234,True,0.8463837079980294,,Unknown,,step 0
0.286504,1.784796,True,0.8662344590047724,,Unknown,,step 0
0.286504,2.11207,True,0.9165377090030233,,Unknown,,step 0
0.286504,2.499357,True,0.9703003750037169,,Unknown,,step 0
0.286504,2.957659,True,1.023964457999682,,Unknown,,step 0
0.286504,3.5,True,1.0705564579984639,,Unknown,,step 0
0.290269,2.446921,True,0.9584706249952433,,Unknown,,step 0
0.290269,2.597335,True,0.9767688749998342,,Unknown,,step 0
0.290269,2.756995,True,1.004763709002873,,Unknown,,step 0
0.290269,2.92647,True,1.0172083340003155,,Unknown,,step 0
0.290269,3.106362,True,1.0390205839939881,,Unknown,,step 0
0.290269,3.297312,True,1.0446931249971385,,Unknown,,step 0
0.290269,3.5,True,1.0557651249982882,,Unknown,,step 0
0.299231,0.3,True,0.7996737919966108,,Unknown,,step 0
0.299231,0.376923,True,0.8483111669993377,,Unknown,,step 0
0.299231,0.453846,True,0.8227532079981756,,Unknown,,step 0
0.299231,0.530769,True,0.8282526659968426,,Unknown,,step 0
0.299231,0.607692,True,0.8287607499951264,,Unknown,,step 0
0.299231,0.684615,True,0.8359209999980521,,Unknown,,step 0
0.299231,0.761538,True,0.8324322089974885,,Unknown,,step 0
0.299231,0.838462,True,0.8386045829975046,,Unknown,,step 0
0.299231,0.915385,True,0.8983273340054438,,Unknown,,step 0
0.299231,0.992308,True,0.8378435830018134,,Unknown,,step 0
0.299231,1.069231,True,0.8421302910064696,,Unknown,,step 0
0.299231,1.146154,True,0.8733967920052237,,Unknown,,step 0
0.299231,1.223077,True,0.8950586249993648,,Unknown,,step 0
0.299231,1.3,True,0.8527966249966994,,Unknown,,step 0
0.324615,0.3,True,0.8154455840049195,,Unknown,,step 0
0.324615,0.376923,True,0.8184402080005384,,Unknown,,step 0
0.324615,0.453846,True,0.8248772079969058,,Unknown,,step 0
0.324615,0.530769,True,0.8320669579989044,,Unknown,,step 0
0.324615,0.607692,True,0.829541542007064,,Unknown,,step 0
0.324615,0.684615,True,0.8417329170042649,,Unknown,,step 0
0.324615,0.761538,True,0.8399671660008607,,Unknown,,step 0
0.324615,0.838462,True,0.8420529580034781,,Unknown,,step 0
0.324615,0.915385,True,0.8422315409989096,,Unknown,,step 0
0.324615,0.992308,True,0.8455698749967269,,Unknown,,step 0
0.324615,1.069231,True,0.8379217090041493,,Unknown,,step 0
0.324615,1.146154,True,0.8832110000003013,,Unknown,,step 0
0.324615,1.223077,True,0.8497437080004602,,Unknown,,step 0
0.324615,1.3,True,0.8512679580016993,,Unknown,,step 0
0.35,0.3,True,0.8204695419990458,,Unknown,,step 0
0.35,0.376923,True,0.817021750001004,,Unknown,,step 0
0.35,0.453846,True,0.8290419160039164,,Unknown,,step 0
0.35,0.530769,True,0.8425193750008475,,Unknown,,step 0
0.35,0.607692,True,0.8412683749993448,,Unknown,,step 0
0.35,0.684615,True,0.842006124999898,,Unknown,,step 0
0.35,0.761538,True,0.8457738750003045,,Unknown,,step 0
0.35,0.838462,True,0.844361374998698,,Unknown,,step 0
0.35,0.915385,True,0.8446985830014455,,Unknown,,step 0
0.35,0.992308,True,0.8421608329954324,,Unknown,,step 0
0.35,1.069231,True,0.844847790998756,,Unknown,,step 0
0.35,1.146154,True,0.8512984580011107,,Unknown,,step 0
0.35,1.223077,True,0.8480220420024125,,Unknown,,step 0
0.35,1.3,True,0.8532299579965184,,Unknown,,step 0
0.35,2.92647,True,1.017830500000855,,Unknown,,step 0
0.35,3.106362,True,1.0372832079956424,,Unknown,,step 0
0.35,3.297312,True,1.0426115000009304,,Unknown,,step 0
0.35,3.5,True,1.0766037499997765,,Unknown,,step 0
0.400722,0.2,True,0.8531186249965685,,Unknown,,step 0
0.400722,0.236674,True,0.8376828749969718,,Unknown,,step 0
0.400722,0.280072,True,0.862323708999611,,Unknown,,step 0
0.400722,0.331428,True,0.8069593749969499,,Unknown,,step 0
0.400722,0.392202,True,0.9130627089980408,,Unknown,,step 0
0.400722,0.464119,True,0.7773940839979332,,Unknown,,step 0
0.400722,0.549224,True,0.8434805409997352,,Unknown,,step 0
0.400722,0.649934,True,1.1956833749936777,,Unknown,,step 0
0.400722,0.769111,True,1.2938852090010187,,Unknown,,step 0
0.400722,0.910142,True,1.1177110000062385,,Unknown,,step 0
0.400722,1.077033,True,1.1525292500009527,,Unknown,,step 0
0.400722,1.274526,True,1.2483488750003744,,Unknown,,step 0
0.400722,1.508234,True,1.2525301669957116,,Unknown,,step 0
0.400722,1.784796,True,1.204826041997876,,Unknown,,step 0
0.400722,2.11207,True,1.2497482499966281,,Unknown,,step 0
0.400722,2.499357,True,1.0123726249948959,,Unknown,,step 0
0.400722,2.957659,True,1.062175874998502,,Unknown,,step 0
0.400722,3.5,True,1.104852917000244,,Unknown,,step 0
0.560475,0.2,True,0.8408696659971611,,Unknown,,step 0
0.560475,0.236674,True,0.8284962910038303,,Unknown,,step 0
0.560475,0.280072,True,0.8245422909967601,,Unknown,,step 0
0.560475,0.331428,True,0.8269132919958793,,Unknown,,step 0
0.560475,0.392202,True,0.8174380419950467,,Unknown,,step 0
0.560475,0.464119,True,0.8173467089945916,,Unknown,,step 0
0.560475,0.549224,True,0.8000012499978766,,Unknown,,step 0
0.560475,0.649934,True,0.8019412080029724,,Unknown,,step 0
0.560475,0.769111,True,0.8277210829983233,,Unknown,,step 0
0.560475,0.910142,True,0.8224561669994728,,Unknown,,step 0
0.560475,1.077033,True,0.8278434170060791,,Unknown,,step 0
0.560475,1.274526,True,0.8323313330038218,,Unknown,,step 0
0.560475,1.508234,True,0.8405330419991515,,Unknown,,step 0
0.560475,1.784796,True,0.8504049999974086,,Unknown,,step 0
0.560475,2.11207,True,0.8748195419975673,,Unknown,,step 0
0.560475,2.499357,True,0.8994995409957482,,Unknown,,step 0
0.560475,2.957659,True,0.9448766249988694,,Unknown,,step 0
0.560475,3.5,True,0.9851827919992502,,Unknown,,step 0
0.783915,0.2,True,0.8823638340036268,,Unknown,,step 0
0.783915,0.236674,True,0.8574297080049291,,Unknown,,step 0
0.783915,0.280072,True,0.844691165999393,,Unknown,,step 0
0.783915,0.331428,True,0.8444417089995113,,Unknown,,step 0
0.783915,0.392202,True,0.8439653329987777,,Unknown,,step 0
0.783915,0.464119,True,0.8407538749961532,,Unknown,,step 0
0.783915,0.549224,True,0.8365666249956121,,Unknown,,step 0
0.783915,0.649934,True,0.8185440829984145,,Unknown,,step 0
0.783915,0.769111,True,0.8523734160044114,,Unknown,,step 0
0.783915,0.910142,True,0.810551000002306,,Unknown,,step 0
0.783915,1.077033,True,0.8348770000011427,,Unknown,,step 0
0.783915,1.274526,True,0.8388356249997742,,Unknown,,step 0
0.783915,1.508234,True,0.8501972919984837,,Unknown,,step 0
0.783915,1.784796,True,0.8425002500007395,,Unknown,,step 0
0.783915,2.11207,True,0.8621515830018325,,Unknown,,step 0
0.783915,2.499357,True,0.8705170419998467,,Unknown,,step 0
0.783915,2.957659,True,0.9104970000043977,,Unknown,,step 0
0.783915,3.5,True,0.9355649589997483,,Unknown,,step 0
1.096433,0.2,True,0.8636445420052041,,Unknown,,step 0
1.096433,0.236674,True,0.8650074589968426,,Unknown,,step 0
1.096433,0.280072,True,0.849658333005209,,Unknown,,step 0
1.096433,0.331428,True,0.8417949580034474,,Unknown,,step 0
1.096433,0.392202,True,0.8887537089976831,,Unknown,,step 0
1.096433,0.464119,True,0.8454325000056997,,Unknown,,step 0
1.096433,0.549224,True,0.8410793750008452,,Unknown,,step 0
1.096433,0.649934,True,0.8381754579968401,,Unknown,,step 0
1.096433,0.769111,True,0.8362595829967177,,Unknown,,step 0
1.096433,0.910142,True,0.8333390000043437,,Unknown,,step 0
1.096433,1.077033,True,0.8145770830014953,,Unknown,,step 0
1.096433,1.274526,True,0.8249792080023326,,Unknown,,step 0
1.096433,1.508234,True,0.8338005829937174,,Unknown,,step 0
1.096433,1.784796,True,0.840199374993972,,Unknown,,step 0
1.096433,2.11207,True,0.8468138329990325,,Unknown,,step 0
1.096433,2.499357,True,0.8533376670020516,,Unknown,,step 0
1.096433,2.957659,True,0.8662117910062079,,Unknown,,step 0
1.096433,3.5,True,0.8925951249984792,,Unknown,,step 0
1.53354,0.2,True,0.9173821250005858,,Unknown,,step 0
1.53354,0.236674,True,0.9266529580054339,,Unknown,,step 0
1.53354,0.280072,True,0.8916429169985349,,Unknown,,step 0
1.53354,0.331428,True,0.8746333750023041,,Unknown,,step 0
1.53354,0.392202,True,0.8693997079972178,,Unknown,,step 0
1.53354,0.464119,True,0.8635210419961368,,Unknown,,step 0
1.53354,0.549224,True,0.8632564579966129,,Unknown,,step 0
1.53354,0.649934,True,0.8510690000039176,,Unknown,,step 0
1.53354,0.769111,True,0.8464763750016573,,Unknown,,step 0
1.53354,0.910142,True,0.8473477919978905,,Unknown,,step 0
1.53354,1.077033,True,0.8450094580039149,,Unknown,,step 0
1.53354,1.274526,True,0.8399084999982733,,Unknown,,step 0
1.53354,1.508234,True,0.8181770000010147,,Unknown,,step 0
1.53354,1.784796,True,0.8322248339973157,,Unknown,,step 0
1.53354,2.11207,True,0.8416540409962181,,Unknown,,step 0
1.53354,2.499357,True,0.8411377500015078,,Unknown,,step 0
1.53354,2.957659,True,0.851038000000699,,Unknown,,step 0
1.53354,3.5,True,0.8991370000003371,,Unknown,,step 0
1.601329,0.2,True,0.9256361659936374,,Unknown,,step 0
1.687332,0.2,True,0.952063917000487,,Unknown,,step 0
1.777955,0.2,False,0.9978398750026827,"ConvergenceError: Nonlinear solve failed to converge after 37 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,37,step 0
1.777955,0.213631,True,0.9857995830025175,,Unknown,,step 0
1.873444,0.2,False,1.2152883329981705,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
1.873444,0.213631,True,1.0626024169978336,,Unknown,,step 0
1.873444,0.228192,True,0.9533447079957114,,Unknown,,step 0
1.974062,0.2,False,1.2725657079936354,"ConvergenceError: Nonlinear solve failed to converge after 76 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,76,step 0
1.974062,0.213631,True,1.0123419999945327,,Unknown,,step 0
1.974062,0.228192,True,1.0397957500026678,,Unknown,,step 0
1.974062,0.243745,True,0.9508735000054003,,Unknown,,step 0
2.0,0.2,False,1.2220505839941325,"ConvergenceError: Nonlinear solve failed to converge after 72 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,72,step 0
2.0,0.207602,True,0.9955691659997683,,Unknown,,step 0
2.0,0.215494,True,1.0216177080001216,,Unknown,,step 0
2.0,0.223685,True,1.046973958000308,,Unknown,,step 0
2.0,0.232188,True,1.0020708750016638,,Unknown,,step 0
2.0,0.241014,True,0.9565872919993126,,Unknown,,step 0
2.048275,0.2,False,0.9956342090008548,"ConvergenceError: Nonlinear solve failed to converge after 36 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,36,step 0
2.048275,0.207602,True,1.028607041000214,,Unknown,,step 0
2.048275,0.215494,False,1.4899603329977253,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.048275,0.223685,False,0.9503632910054876,"ConvergenceError: Nonlinear solve failed to converge after 32 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,32,step 0
2.048275,0.232188,True,0.9784474580010283,,Unknown,,step 0
2.048275,0.241014,True,0.9776044999962323,,Unknown,,step 0
2.048275,0.250176,True,0.9555389579982148,,Unknown,,step 0
2.080084,0.2,False,1.0578333750017919,"ConvergenceError: Nonlinear solve failed to converge after 46 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,46,step 0
2.080084,0.213631,False,0.8813900829991326,"ConvergenceError: Nonlinear solve failed to converge after 19 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,19,step 0
2.080084,0.228192,False,0.9647315000038361,"ConvergenceError: Nonlinear solve failed to converge after 34 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,34,step 0
2.080084,0.243745,True,0.9788133749971166,,Unknown,,step 0
2.097716,0.2,False,1.1900616249986342,"ConvergenceError: Nonlinear solve failed to converge after 58 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,58,step 0
2.097716,0.207602,True,1.0273659160011448,,Unknown,,step 0
2.097716,0.215494,False,1.2261487080031657,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.097716,0.223685,False,1.0219086249999236,"ConvergenceError: Nonlinear solve failed to converge after 38 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,38,step 0
2.097716,0.232188,True,0.9749334579973947,,Unknown,,step 0
2.097716,0.241014,True,0.9733649580011843,,Unknown,,step 0
2.097716,0.250176,True,0.9791523750027409,,Unknown,,step 0
2.097716,0.259686,True,0.9728354999970179,,Unknown,,step 0
2.144906,0.2,False,0.8884996670021792,"ConvergenceError: Nonlinear solve failed to converge after 20 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,20,step 0
2.144906,0.236674,True,0.9972193330031587,,Unknown,,step 0
2.144906,0.280072,True,1.028165292002086,,Unknown,,step 0
2.144906,0.331428,True,0.9650846250005998,,Unknown,,step 0
2.144906,0.392202,True,0.9397669169993605,,Unknown,,step 0
2.144906,0.464119,True,0.9223223329972825,,Unknown,,step 0
2.144906,0.549224,True,0.9095743330035475,,Unknown,,step 0
2.144906,0.649934,True,0.8910349580037291,,Unknown,,step 0
2.144906,0.769111,True,0.8783544580001035,,Unknown,,step 0
2.144906,0.910142,True,0.9005239170001005,,Unknown,,step 0
2.144906,1.077033,True,0.8544061669963412,,Unknown,,step 0
2.144906,1.274526,True,0.8468382499995641,,Unknown,,step 0
2.144906,1.508234,True,0.8484287089959253,,Unknown,,step 0
2.144906,1.784796,True,0.8362416250020033,,Unknown,,step 0
2.144906,2.11207,True,0.8248375000039232,,Unknown,,step 0
2.144906,2.499357,True,0.8351494999951683,,Unknown,,step 0
2.144906,2.957659,True,0.8520361249975394,,Unknown,,step 0
2.144906,3.5,True,0.8522297500021523,,Unknown,,step 0
2.148349,0.2,False,1.0362029160023667,"ConvergenceError: Nonlinear solve failed to converge after 42 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,42,step 0
2.148349,0.207602,False,0.9361129579992848,"ConvergenceError: Nonlinear solve failed to converge after 26 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,26,step 0
2.148349,0.215494,True,1.0569637500011595,,Unknown,,step 0
2.148349,0.223685,False,1.2267577919992618,"ConvergenceError: Nonlinear solve failed to converge after 72 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,72,step 0
2.148349,0.232188,True,1.0843584160029422,,Unknown,,step 0
2.148349,0.241014,True,0.9860512090017437,,Unknown,,step 0
2.148349,0.250176,True,0.9768819169985363,,Unknown,,step 0
2.148349,0.259686,True,0.9634547499954351,,Unknown,,step 0
2.1918,0.2,True,1.048288958001649,,Unknown,,step 0
2.1918,0.213631,True,1.0252369579975493,,Unknown,,step 0
2.1918,0.228192,False,1.1094937090019812,"ConvergenceError: Nonlinear solve failed to converge after 47 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,47,step 0
2.1918,0.243745,True,0.9952631249980186,,Unknown,,step 0
2.1918,0.260358,True,0.9710130419989582,,Unknown,,step 0
2.200205,0.2,False,1.271896749996813,"ConvergenceError: Nonlinear solve failed to converge after 70 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,70,step 0
2.200205,0.207602,True,1.032670541004336,,Unknown,,step 0
2.200205,0.215494,False,1.0147248749999562,"ConvergenceError: Nonlinear solve failed to converge after 41 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,41,step 0
2.200205,0.223685,True,1.0361132079997333,,Unknown,,step 0
2.200205,0.232188,True,1.015354249997472,,Unknown,,step 0
2.200205,0.241014,True,1.0267695000002277,,Unknown,,step 0
2.200205,0.250176,True,1.0272453330035205,,Unknown,,step 0
2.200205,0.259686,True,0.9756839170004241,,Unknown,,step 0
2.200205,0.269557,True,0.9853502079931786,,Unknown,,step 0
2.253313,0.2,True,1.0295074579989887,,Unknown,,step 0
2.253313,0.207602,True,1.0419760829972802,,Unknown,,step 0
2.253313,0.215494,False,1.1286430420004763,"ConvergenceError: Nonlinear solve failed to converge after 57 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,57,step 0
2.253313,0.223685,False,1.206697791996703,"ConvergenceError: Nonlinear solve failed to converge after 61 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,61,step 0
2.253313,0.232188,True,1.0097811250016093,,Unknown,,step 0
2.253313,0.241014,True,1.0297962499971618,,Unknown,,step 0
2.253313,0.250176,True,1.0346619580013794,,Unknown,,step 0
2.253313,0.259686,True,0.9781748339955811,,Unknown,,step 0
2.253313,0.269557,True,0.989360209001461,,Unknown,,step 0
2.253313,0.279803,True,0.9963971249962924,,Unknown,,step 0
2.307703,0.2,False,1.1069559999959893,"ConvergenceError: Nonlinear solve failed to converge after 49 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,49,step 0
2.307703,0.207602,False,1.2398251249978784,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.307703,0.215494,True,1.039770707997377,,Unknown,,step 0
2.307703,0.223685,False,1.172887583001284,"ConvergenceError: Nonlinear solve failed to converge after 52 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,52,step 0
2.307703,0.232188,True,1.0433148750016699,,Unknown,,step 0
2.307703,0.241014,False,1.2381893749989104,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.307703,0.250176,True,1.0019069580012,,Unknown,,step 0
2.307703,0.259686,False,1.2447474579967093,"ConvergenceError: Nonlinear solve failed to converge after 66 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,66,step 0
2.307703,0.269557,True,1.0059111660011695,,Unknown,,step 0
2.307703,0.279803,True,1.0057194580003852,,Unknown,,step 0
2.309516,0.2,False,1.133495458001562,"ConvergenceError: Nonlinear solve failed to converge after 54 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,54,step 0
2.309516,0.213631,False,0.8749692080018576,"ConvergenceError: Nonlinear solve failed to converge after 17 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,17,step 0
2.309516,0.228192,False,0.9468268330019782,"ConvergenceError: Nonlinear solve failed to converge after 11 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,11,step 0
2.309516,0.243745,False,0.9423761669968371,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
2.309516,0.260358,True,1.0414069170001312,,Unknown,,step 0
2.309516,0.278103,True,1.0132898749943706,,Unknown,,step 0
2.363405,0.2,False,1.1989427499938756,"ConvergenceError: Nonlinear solve failed to converge after 61 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,61,step 0
2.363405,0.207602,True,1.108537542000704,,Unknown,,step 0
2.363405,0.215494,True,1.0405161669987137,,Unknown,,step 0
2.363405,0.223685,False,1.179667790995154,"ConvergenceError: Nonlinear solve failed to converge after 64 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,64,step 0
2.363405,0.232188,False,1.0564094580040546,"ConvergenceError: Nonlinear solve failed to converge after 43 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,43,step 0
2.363405,0.241014,False,1.047883749997709,"ConvergenceError: Nonlinear solve failed to converge after 38 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,38,step 0
2.363405,0.250176,True,1.0238844589985092,,Unknown,,step 0
2.363405,0.259686,False,1.2160831250002957,"ConvergenceError: Nonlinear solve failed to converge after 20 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,20,step 0
2.363405,0.269557,True,0.9959705829969607,,Unknown,,step 0
2.363405,0.279803,True,1.0073695839964785,,Unknown,,step 0
2.363405,0.290439,True,1.0047053750022314,,Unknown,,step 0
2.420452,0.2,False,0.9497303329990245,"ConvergenceError: Nonlinear solve failed to converge after 30 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,30,step 0
2.420452,0.207602,False,1.1892185839969898,"ConvergenceError: Nonlinear solve failed to converge after 61 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,61,step 0
