applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,total_current_density_mA_cm2,four_electron_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-5.762480650580618924e-02,-6.079380453661544642e-02,-3.168998030809257183e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.880499999999997618e-01,-5.769332928552103196e-02,-6.065073119559895309e-02,-2.957401910077921137e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-5.776433972941675404e-02,-6.052417024591724704e-02,-2.759830516500492992e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.641499999999997295e-01,-5.783589071849867813e-02,-6.041125412720037280e-02,-2.575363408701694667e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-5.790661423376061018e-02,-6.030975490149678708e-02,-2.403140667736176905e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.402499999999999192e-01,-5.797556943283773551e-02,-6.021792794240375668e-02,-2.242358509566021174e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-5.804212948233716807e-02,-6.013439486623445990e-02,-2.092265383897291831e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.163499999999998868e-01,-5.810589733699050852e-02,-6.005805579362963331e-02,-1.952158456639124795e-03,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-5.816664313770066042e-02,-5.998802354055049468e-02,-1.821380402849834268e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.924499999999998545e-01,-5.822425775523085850e-02,-5.992357421282831775e-02,-1.699316457597459251e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-5.827871839306867502e-02,-5.986411007951566304e-02,-1.585391686446988024e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.685499999999998222e-01,-5.833006320031511316e-02,-5.980913164752928862e-02,-1.479068447214175464e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-5.837837262190467141e-02,-5.975821664343730633e-02,-1.379844021532634912e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.446500000000000119e-01,-5.842375579538788832e-02,-5.971100419498542866e-02,-1.287248399597540338e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-5.846634074063151304e-02,-5.966718294545078627e-02,-1.200842204819273229e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.207499999999999796e-01,-5.850626741846669254e-02,-5.962648216595998335e-02,-1.120214747493290808e-03,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-5.854368298472985288e-02,-5.958866518300594967e-02,-1.044982198276096785e-03,2.000000000000000000e+00,1.000000000000000000e+00
-2.968499999999999472e-01,-5.857873875869931690e-02,-5.955352463216778691e-02,-9.747858734684700099e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-5.861158857610181128e-02,-5.952087920109252334e-02,-9.092906249907120597e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.729499999999999149e-01,-5.864238831957140075e-02,-5.949057164816535376e-02,-8.481833285939530120e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-5.867129652417420876e-02,-5.946246798852939525e-02,-7.911714643551864823e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.490499999999997716e-01,-5.869847605131078144e-02,-5.943645783520859482e-02,-7.379817838978133815e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,-5.872409691911038149e-02,-5.941245597820676849e-02,-6.883590590963870048e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.251499999999998503e-01,-5.874834047937659010e-02,-5.939040538666023883e-02,-6.420649072836487337e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,-5.877140524879327643e-02,-5.937028193698699885e-02,-5.988766881937224174e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.012499999999998179e-01,-5.879351484523870353e-02,-5.935210131329290983e-02,-5.585864680542063088e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,-5.881492866041292122e-02,-5.933592870679997577e-02,-5.210000463870545495e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.773499999999997856e-01,-5.883595613204913033e-02,-5.932189217324326108e-02,-4.859360411941307523e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,-5.885697578091921012e-02,-5.931020080920877680e-02,-4.532250282895666782e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.534499999999998643e-01,-5.887846057245417486e-02,-5.930116930304962786e-02,-4.227087305954529972e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-5.890101167840161578e-02,-5.929525093164262489e-02,-3.942392532410091133e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.295499999999998320e-01,-5.892540338493405805e-02,-5.929308174523443414e-02,-3.676783603003760947e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-5.895264276008705534e-02,-5.929553954906333080e-02,-3.428967889762754573e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.056499999999999106e-01,-5.898404879869412198e-02,-5.930382239569755021e-02,-3.197735970034282227e-04,2.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-5.902135714714408510e-02,-5.931955268618234467e-02,-2.981955390382595716e-04,2.000000000000000000e+00,1.000000000000000000e+00
-8.174999999999987832e-02,-5.906685819591212666e-02,-5.934491466379254732e-02,-2.780564678804206546e-04,2.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-5.912357830914780066e-02,-5.938283506578991011e-02,-2.592567566421094538e-04,2.000000000000000000e+00,1.000000000000000000e+00
-5.784999999999995701e-02,-5.919551594149882051e-02,-5.943721868016527132e-02,-2.417027386664508115e-04,2.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-5.928794670464538480e-02,-5.951325286791932928e-02,-2.253061632739444820e-04,2.000000000000000000e+00,1.000000000000000000e+00
-3.394999999999992468e-02,-5.940781194768288836e-02,-5.961779561586134230e-02,-2.099836681784539305e-04,2.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,-5.956420484385482189e-02,-5.975986111804385686e-02,-1.956562741890349733e-04,2.000000000000000000e+00,1.000000000000000000e+00
-1.004999999999989235e-02,-5.976896192566204941e-02,-5.995121084274185330e-02,-1.822489170798038960e-04,2.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-6.003735288259928055e-02,-6.020704293200736940e-02,-1.696900494080888500e-04,2.000000000000000000e+00,1.000000000000000000e+00
1.385000000000002895e-02,-6.038881998442404558e-02,-6.054673136542899903e-02,-1.579113810049534439e-04,2.000000000000000000e+00,1.000000000000000000e+00
2.580000000000004512e-02,-6.084751160050096142e-02,-6.099435948590931078e-02,-1.468478854083493657e-04,2.000000000000000000e+00,1.000000000000000000e+00
3.775000000000006128e-02,-6.143955255239515884e-02,-6.157599089473668463e-02,-1.364383423415257979e-04,3.000000000000000000e+00,1.000000000000000000e+00
4.970000000000007745e-02,-6.233388127131681694e-02,-6.246053898772918611e-02,-1.266577164123691701e-04,3.000000000000000000e+00,1.000000000000000000e+00
6.165000000000009361e-02,-6.349451837676363397e-02,-6.361194501752336083e-02,-1.174266407597268635e-04,3.000000000000000000e+00,1.000000000000000000e+00
7.360000000000010978e-02,-6.495627266777651010e-02,-6.506496618075741090e-02,-1.086935129809007972e-04,3.000000000000000000e+00,1.000000000000000000e+00
