phi_applied,flux_clean,flux_noisy,converged,steps_taken,final_time,final_relative_change,final_absolute_change,species_flux,failure_reason
0,-0.1828639453328027,-0.1496004012259144,1,27,2.7,0.0002270031734706251,0.0001818909364158516,0.6182246201519066;0.8010885654847093,
0.002857142857142857,-0.301417953398503,-0.2892515281037816,1,27,2.7,0.0002192643256778487,0.0001891727285839861,0.5611539637089576;0.8625719171074606,
0.005714285714285714,-0.4179821945891622,-0.3863183491020452,1,26,2.6,0.0002624813620440707,0.0002431029666848383,0.5079470020378332;0.9259291966269954,
0.008571428571428572,-0.5328391423273414,-0.5227530409855006,1,26,2.6,0.0002545633063254221,0.000252323249390618,0.4581089278847652;0.9909480702121066,
0.01142857142857143,-0.6465496809481468,-0.5500566689625342,1,26,2.6,0.0002470620342138754,0.0002614622656700316,0.4114747504564762;1.058024431404623,
0.01428571428571429,-0.7595983704589061,-0.8164404349155597,1,26,2.6,0.0002481506625096869,0.0002704674604627755,0.3678086281543728;1.127406998613279,
0.01714285714285714,-0.8724985707252576,-1.042292932903442,1,26,2.6,0.0002571381704166135,0.0002792863276674939,0.3268991355947496;1.199397706320007,
0.02,-0.98564253264139,-0.9927629686079807,1,27,2.7,0.0002148743779632711,0.0002311000217851689,0.2884931109882241;1.274135643629614,
0.02285714285714286,-1.099990242293412,-1.108758001730292,1,27,2.7,0.0002244749612059515,0.0002374009941039645,0.2525455490340033;1.352535791327415,
0.02571428571428571,-1.216122185796314,-1.241795384041408,1,27,2.7,0.000236165176685133,0.0002434005823432894,0.2188284733754436;1.434950659171758,
0.02857142857142857,-1.334924381498356,-1.319021269883794,1,27,2.7,0.0002508240373637904,0.0002490657729898871,0.1871928152745975;1.522117196772953,
0.03142857142857143,-1.457327636714525,-1.437849685755701,1,28,2.8,0.0002153373808995528,0.0002029105792946684,0.157464375160698;1.614792011875223,
0.03428571428571429,-1.585076372621875,-1.582429194420228,1,28,2.8,0.0002355637452937189,0.0002064745259846568,0.1295801788869798;1.714656551508855,
0.03714285714285714,-1.719751864921824,-1.67456268082825,1,29,2.9,0.0002104951658169602,0.0001666880522808167,0.103349594758032;1.823101459679856,
0.04,-1.864276484126661,-1.83609488884997,1,29,2.9,0.0002463468750827295,0.0001686627893477954,0.07868543905339434;1.942961923180056,
