applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,total_current_density_mA_cm2,four_electron_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,1.587707167519888940e-02,-1.338418475784454165e-01,-1.497189192536443059e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.880499999999997618e-01,1.259693010990869250e-02,-1.305032204250568539e-01,-1.431001505349655534e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,9.405391177201185074e-03,-1.272720877920398841e-01,-1.366774789692410674e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.641499999999997295e-01,6.304097804108942452e-03,-1.241452458581904367e-01,-1.304493436622993774e-01,5.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,3.290098486027515957e-03,-1.211159491978923142e-01,-1.244060476839198293e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.402499999999999192e-01,3.727900360494585709e-04,-1.181912275618132724e-01,-1.185640175978627253e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-2.451754147976960979e-03,-1.153649489355097479e-01,-1.129131947875327835e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.163499999999998868e-01,-5.183362247852548767e-03,-1.126357622199117003e-01,-1.074523999720591455e-01,6.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-7.822103427678691462e-03,-1.100024565187421033e-01,-1.021803530910634084e-01,6.000000000000000000e+00,1.000000000000000000e+00
-3.924499999999998545e-01,-1.036826238670901686e-02,-1.074638909402803183e-01,-9.709562855357130318e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-1.282232222672766847e-02,-1.050189403969675195e-01,-9.219661817023985795e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.685499999999998222e-01,-1.518495279926132015e-02,-1.026664541072248166e-01,-8.748150130796349122e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-1.745700240628452263e-02,-1.004052243564367425e-01,-8.294822195015222333e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.446500000000000119e-01,-1.963949128946151923e-02,-9.823396368240652765e-02,-7.859447239294500842e-02,6.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-2.173360579051265493e-02,-9.615128908165977706e-02,-7.441768329114711866e-02,6.000000000000000000e+00,1.000000000000000000e+00
